iter	Passed	Remaining
1594	19791	5025
1595	19799	5011
1596	19809	4998
1597	19818	4985
1598	19828	4972
1599	19843	4960
1600	19860	4949
1601	19874	4937
1602	19887	4925
1603	19900	4913
1604	19919	4902
1605	19943	4892
1606	19957	4880
1607	19977	4870
1608	19993	4858
1609	20008	4846
1610	20021	4834
1611	20039	4823
1612	20054	4811
1613	20065	4798
1614	20079	4786
1615	20092	4774
1616	20105	4762
1617	20115	4749
1618	20124	4735
1619	20135	4723
1620	20144	4709
1621	20154	4697
1622	20164	4683
1623	20174	4670
1624	20184	4657
1625	20193	4644
1626	20205	4632
1627	20219	4620
1628	20236	4608
1629	20249	4596
1630	20263	4584
1631	20280	4573
1632	20293	4560
1633	20305	4548
1634	20316	4535
1635	20333	4524
1636	20347	4512
1637	20361	4499
1638	20379	4488
1639	20394	4476
1640	20411	4465
1641	20423	4452
1642	20437	4440
1643	20446	4427
1644	20456	4414
1645	20466	4401
1646	20476	4388
1647	20486	4375
1648	20496	4362
1649	20506	4349
1650	20516	4337
1651	20530	4324
1652	20548	4313
1653	20558	4300
1654	20568	4287
1655	20580	4275
1656	20591	4262
1657	20600	4249
1658	20610	4236
1659	20625	4224
1660	20636	4211
1661	20646	4198
1662	20659	4186
1663	20671	4173
1664	20683	4161
1665	20696	4149
1666	20710	4137
